"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","gp_name","year"
"213","13","18","Cliff Allison","Great Britain","Scuderia Centro Sud","","2:46.200","+ 12.000","+ 3.200","","","","portuguese-grand-prix",1958
"214","14","32","Jo Bonnier","Sweden","Ecurie Bonnier","","2:46.600","+ 12.400","+ 0.400","","","","portuguese-grand-prix",1958
"215","15","30","Maria Teresa de Filippis","Italy","Scuderia Centro Sud","","3:01.900","+ 27.700","+ 15.300","","","","portuguese-grand-prix",1958
"216","1","6","Mike Hawthorn","Great Britain","Scuderia Ferrari","","2:23.100","","","","","","moroccan-grand-prix",1958
"217","2","8","Stirling Moss","Great Britain","Vandervell Products","","2:23.200","+ 0.100","+ 0.100","","","","moroccan-grand-prix",1958
"218","3","12","Stuart Lewis-Evans","Great Britain","Vandervell Products","","2:23.700","+ 0.600","+ 0.500","","","","moroccan-grand-prix",1958
"219","4","14","Jean Behra","France","Owen Racing Organisation","","2:23.800","+ 0.700","+ 0.100","","","","moroccan-grand-prix",1958
"220","5","4","Phil Hill","USA","Scuderia Ferrari","","2:24.100","+ 1.000","+ 0.300","","","","moroccan-grand-prix",1958
"221","6","2","Olivier Gendebien","Belgium","Scuderia Ferrari","","2:24.300","+ 1.200","+ 0.200","","","","moroccan-grand-prix",1958
"222","7","10","Tony Brooks","Great Britain","Vandervell Products","","2:24.400","+ 1.300","+ 0.100","","","","moroccan-grand-prix",1958
"223","8","18","Jo Bonnier","Sweden","Owen Racing Organisation","","2:24.900","+ 1.800","+ 0.500","","","","moroccan-grand-prix",1958
"224","9","36","Maurice Trintignant","France","R R C Walker Racing Team","","2:26.000","+ 2.900","+ 1.100","","","","moroccan-grand-prix",1958
"225","10","16","Harry Schell","USA","Owen Racing Organisation","","2:26.400","+ 3.300","+ 0.400","","","","moroccan-grand-prix",1958
"226","11","30","Jack Fairman","Great Britain","Cooper Car Co","","2:27.000","+ 3.900","+ 0.600","","","","moroccan-grand-prix",1958
"227","12","32","Graham Hill","Great Britain","Team Lotus","","2:27.100","+ 4.000","+ 0.100","","","","moroccan-grand-prix",1958
"228","13","22","Masten Gregory","USA","Temple Buell","","2:27.600","+ 4.500","+ 0.500","","","","moroccan-grand-prix",1958
"229","14","28","Roy Salvadori","Great Britain","Cooper Car Co","","2:28.600","+ 5.500","+ 1.000","","","","moroccan-grand-prix",1958
"230","15","20","Ron Flockhart","Great Britain","Owen Racing Organisation","","2:29.800","+ 6.700","+ 1.200","","","","moroccan-grand-prix",1958
"231","16","34","Cliff Allison","Great Britain","Team Lotus","","2:33.700","+ 10.600","+ 3.900","","","","moroccan-grand-prix",1958
"232","17","26","Gerino Gerini","Italy","Scuderia Centro Sud","","2:35.100","+ 12.000","+ 1.400","","","","moroccan-grand-prix",1958
"233","18","38","Hans Herrmann","Germany","Ecurie Bonnier","","2:35.100","+ 12.000","","","","","moroccan-grand-prix",1958
"234","19","50","Jack Brabham","Australia","Cooper Car Co","","2:36.600","+ 13.500","+ 1.500","","","","moroccan-grand-prix",1958
"235","20","24","Wolfgang Seidel","Germany","Scuderia Centro Sud","","2:38.200","+ 15.100","+ 1.600","","","","moroccan-grand-prix",1958
"236","21","52","Bruce McLaren","New Zealand","Cooper Car Co","","2:41.200","+ 18.100","+ 3.000","","","","moroccan-grand-prix",1958
"237","22","56","Tommy Bridger","Great Britain","British Racing Partnership","","2:42.500","+ 19.400","+ 1.300","","","","moroccan-grand-prix",1958
"238","23","58","Robert La Caze","France","Robert La Caze","","2:43.100","+ 20.000","+ 0.600","","","","moroccan-grand-prix",1958
"239","24","54","Francois Picard","France","R R C Walker Racing Team","","2:46.600","+ 23.500","+ 3.500","","","","moroccan-grand-prix",1958
"240","25","48","Andre Guelfi","France","Andre Guelfi","","2:47.000","+ 23.900","+ 0.400","","","","moroccan-grand-prix",1958
