"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"175","7","24","Umberto Maglioli","Italy","Scuderia Ferrari","61","","5 Laps","3 Laps","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"176","8","2","Jacques Swaters","Belgium","Ecurie Francorchamps","58","","8 Laps","3 Laps","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"177","DNF","8","Karl Kling","Germany","Daimler Benz AG","38","","","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"178","DNF","26","Maurice Trintignant","France","Scuderia Ferrari","33","","","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"179","DNF","22","Mike Hawthorn","Great Britain","Scuderia Ferrari","30","","","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"180","DNF","34","Harry Schell","USA","Officine Alfieri Maserati","23","","","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"181","DNF","32","Stirling Moss","Great Britain","Officine Alfieri Maserati","21","","","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"182","DNF","14","Fred Wacker","USA","Equipe Gordini","10","","","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"183","DNF","10","Jean Behra","France","Equipe Gordini","8","","","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"184","DNF","12","Clemar Bucci","Argentina","Equipe Gordini","","","","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"185","DNS","24","Robert Manzon","France","Scuderia Ferrari","","","","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"186","1","16","Juan Manuel Fangio","Argentina","Daimler Benz AG","80","2:47:47.900","","","180.216","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"187","2","40","Mike Hawthorn","Great Britain","Scuderia Ferrari","79","2:48:11.500","1 Lap","1 Lap","177.547","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"188","3","38","Umberto Maglioli/Jose Froilan Gonzalez/","Italy","Scuderia Ferrari","78","2:48:47.400","2 Laps","1 Lap","174.678","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"189","4","12","Hans Herrmann","Germany","Daimler Benz AG","77","2:49:13.100","3 Laps","1 Lap","172.002","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"190","5","30","Maurice Trintignant","France","Scuderia Ferrari","75","2:48:27.800","5 Laps","2 Laps","168.285","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"191","6","42","Fred Wacker","USA","Equipe Gordini","75","2:48:32.700","5 Laps","+ 4.900","168.204","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"192","7","10","Peter Collins","Great Britain","Vandervell Products Ltd","75","2:49:11.500","5 Laps","+ 38.800","167.561","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"193","8","26","Louis Rosier","France","Officine Alfieri Maserati","74","2:48:33.200","6 Laps","1 Lap","165.953","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"194","9","18","Sergio Mantovani","Italy","Officine Alfieri Maserati","74","2:49:14.600","6 Laps","+ 41.400","165.276","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"195","10","28","Stirling Moss","Great Britain","Officine Alfieri Maserati","71","2:47:53.700","9 Laps","3 Laps","159.849","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"196","11","8","Jorge Daponte","Argentina","Jorge Daponte","70","2:49:34.000","10 Laps","1 Lap","156.044","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"197","DNF","34","Alberto Ascari","Italy","Scuderia Ferrari","48","","","","","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"198","DNF","22","Luigi Villoresi","Italy","Officine Alfieri Maserati","42","","","","","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"199","DNF","14","Karl Kling","Germany","Daimler Benz AG","36","","","","","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"200","DNF","24","Roberto Mieres","Argentina","Officine Alfieri Maserati","34","","","","","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"201","DNF","20","Luigi Musso","Italy","Officine Alfieri Maserati","32","","","","","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"202","DNF","32","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","16","","","","","2:00.800","2","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"203","DNF","6","Robert Manzon","France","Ecurie Rosier","16","","","","","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"204","DNF","46","Clemar Bucci","Argentina","Equipe Gordini","13","","","","","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
"205","DNF","44","Jean Behra","France","Equipe Gordini","2","","","","","","","Sep 5, 1954","Autodromo Nazionale Monza","italian-grand-prix",1954
