"","ENGINE","Date","year","gp_name","circuit","Pos","Driver","Time","Kph","race_pos","exp","circuit_length","points","race_points","wdc_points","wdc_points_shift","new_team","new_engine","team_index","driver_index","engine_index","race_index"
"398","Maserati",1955-01-16,1955,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",7,"Harry Schell",104.3,135.039,6,20,3.91238753062678,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,52,2,29
"399","Maserati",1955-01-16,1955,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",16,"Roberto Mieres",106.3,132.498,5,12,3.91238753062678,1,2,2,0,"Officine Alfieri Maserati","Maserati",3,95,2,29
"400","Maserati",1955-01-16,1955,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",18,"Luigi Musso",106.5,132.25,7,4,3.91238753062678,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,96,2,29
"401","Maserati",1955-01-16,1955,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",20,"Clemar Bucci",108.8,129.454,99,5,3.91238753062678,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,104,2,29
"402","Ferrari",1954-08-01,1954,"german-grand-prix","Nurburgring",5,"Jose Froilan Gonzalez",601.8,136.450141928914,2,19,22.8099153924501,1,6,9,3,"Ferrari","Ferrari",5,11,6,30
"403","Ferrari",1954-08-01,1954,"german-grand-prix","Nurburgring",7,"Maurice Trintignant",607.5,135.169868992297,3,24,22.8099153924501,1,4,9,5,"Ferrari","Ferrari",5,27,6,30
"404","Ferrari",1954-08-01,1954,"german-grand-prix","Nurburgring",12,"Robert Manzon",616.1,133.283063484533,9,18,22.8099153924501,0,0,0,0,"Ecurie Rosier","Ferrari",7,15,6,30
"405","Ferrari",1954-08-01,1954,"german-grand-prix","Nurburgring",13,"Piero Taruffi",623,131.806894723628,6,13,22.8099153924501,0,0,0,0,"Ferrari","Ferrari",5,44,6,30
"406","Maserati",1955-05-22,1955,"monaco-grand-prix","Circuit de Monaco",5,"Jean Behra",102.6,110.35,3,22,3.16156530190058,1,4,4,0,"Officine Alfieri Maserati","Maserati",3,47,2,30
"407","Maserati",1955-05-22,1955,"monaco-grand-prix","Circuit de Monaco",8,"Luigi Musso",104.3,108.552,99,5,3.16156530190058,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,96,2,30
"408","Maserati",1955-05-22,1955,"monaco-grand-prix","Circuit de Monaco",11,"Cesare Perdisa",105.6,107.215,3,1,3.16156530190058,1,4,4,0,"Officine Alfieri Maserati","Maserati",3,105,2,30
"409","Ferrari",1954-08-22,1954,"swiss-grand-prix","Circuit Bremgarten",1,"Jose Froilan Gonzalez",159.5,164.312975466095,2,20,7.2799776630117,1,6,15,9,"Ferrari","Ferrari",5,11,6,31
"410","Ferrari",1954-08-22,1954,"swiss-grand-prix","Circuit Bremgarten",4,"Maurice Trintignant",161.7,162.077424779481,99,25,7.2799776630117,0,0,9,9,"Ferrari","Ferrari",5,27,6,31
"411","Ferrari",1954-08-22,1954,"swiss-grand-prix","Circuit Bremgarten",11,"Umberto Maglioli",188.2,139.255683245707,7,3,7.2799776630117,0,0,0,0,"Ferrari","Ferrari",5,87,6,31
"412","Ferrari",1954-08-22,1954,"swiss-grand-prix","Circuit Bremgarten",16,"Jacques Swaters",200.4,130.77804185051,8,6,7.2799776630117,0,0,0,0,"Other","Ferrari",2,72,6,31
"413","Maserati",1955-06-05,1955,"belgian-grand-prix","Circuit de Spa-Francorchamps",5,"Jean Behra",263.6,192.837,5,23,14.1199603185579,1,2,6,4,"Officine Alfieri Maserati","Maserati",3,47,2,31
"414","Maserati",1955-06-05,1955,"belgian-grand-prix","Circuit de Spa-Francorchamps",11,"Cesare Perdisa",290.9,174.74,8,2,14.1199603185579,0,0,4,4,"Officine Alfieri Maserati","Maserati",3,105,2,31
"415","Maserati",1955-06-05,1955,"belgian-grand-prix","Circuit de Spa-Francorchamps",13,"Roberto Mieres",309,164.504,5,14,14.1199603185579,1,2,4,2,"Officine Alfieri Maserati","Maserati",3,95,2,31
"416","Ferrari",1954-09-05,1954,"italian-grand-prix","Autodromo Nazionale Monza",5,"Jose Froilan Gonzalez",120,189,3,21,6.29998271904762,1,4,19,15,"Ferrari","Ferrari",5,11,6,32
"417","Ferrari",1954-09-05,1954,"italian-grand-prix","Autodromo Nazionale Monza",7,"Mike Hawthorn",120.2,188.685,2,20,6.29998271904762,1,6,17,11,"Ferrari","Ferrari",5,58,6,32
"418","Ferrari",1954-09-05,1954,"italian-grand-prix","Autodromo Nazionale Monza",13,"Umberto Maglioli",123.5,183.643,3,4,6.29998271904762,1,4,4,0,"Ferrari","Ferrari",5,87,6,32
"419","Maserati",1955-06-19,1955,"dutch-grand-prix","Circuit Zandvoort",4,"Luigi Musso",101.2,149.157585604327,3,7,4.1929854619883,1,4,4,0,"Officine Alfieri Maserati","Maserati",3,96,2,32
"420","Maserati",1955-06-19,1955,"dutch-grand-prix","Circuit Zandvoort",6,"Jean Behra",101.5,148.716725745398,6,24,4.1929854619883,0,0,4,4,"Officine Alfieri Maserati","Maserati",3,47,2,32
"421","Maserati",1955-06-19,1955,"dutch-grand-prix","Circuit Zandvoort",10,"Peter Walker",104.9,143.896545883297,99,3,4.1929854619883,0,0,0,0,"Solo","Maserati",4,111,2,32
"422","Ferrari",1954-10-24,1954,"spanish-grand-prix","Pedralbes Circuit",3,"Mike Hawthorn",140.6,162.153627311522,1,21,6.333,1,8,8,0,"Ferrari","Ferrari",5,58,6,33
"423","Maserati",1955-07-16,1955,"british-grand-prix","Aintree Motor Racing Circuit",3,"Jean Behra",121.4,143.169686985173,99,25,4.828,0,0,4,4,"Officine Alfieri Maserati","Maserati",3,47,2,33
"424","Maserati",1955-07-16,1955,"british-grand-prix","Aintree Motor Racing Circuit",6,"Roberto Mieres",123.2,141.077922077922,99,16,4.828,0,0,2,2,"Officine Alfieri Maserati","Maserati",3,95,2,33
"425","Maserati",1955-07-16,1955,"british-grand-prix","Aintree Motor Racing Circuit",20,"Roy Salvadori",131.6,132.072948328267,99,9,4.828,0,0,0,0,"Solo","Maserati",4,88,2,33
"426","Maserati",1955-07-16,1955,"british-grand-prix","Aintree Motor Racing Circuit",22,"Horace Gould",131.8,131.87253414264,99,3,4.828,0,0,0,0,"Solo","Maserati",4,108,2,33
"427","Ferrari",1955-01-16,1955,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",5,"Nino Farina",103.8,135.69,2,31,3.91238753062678,1,6,6,0,"Ferrari","Ferrari",5,24,6,34
"428","Ferrari",1955-01-16,1955,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",14,"Maurice Trintignant",105.8,133.125,2,28,3.91238753062678,1,6,6,0,"Ferrari","Ferrari",5,27,6,34
"429","Maserati",1955-09-11,1955,"italian-grand-prix","Autodromo Nazionale Monza",10,"Luigi Musso",172.1,131.783485116627,99,9,6.29998271904762,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,96,2,34
"430","Maserati",1955-09-11,1955,"italian-grand-prix","Autodromo Nazionale Monza",16,"Carlos Menditeguy",178.4,127.129696124279,5,3,6.29998271904762,1,2,2,0,"Officine Alfieri Maserati","Maserati",3,110,2,34
"431","Maserati",1955-09-11,1955,"italian-grand-prix","Autodromo Nazionale Monza",21,"Horace Gould",185.2,122.461867108917,99,4,6.29998271904762,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,108,2,34
"432","Ferrari",1955-05-22,1955,"monaco-grand-prix","Circuit de Monaco",9,"Maurice Trintignant",104.4,108.448,1,29,3.16156530190058,1,8,14,6,"Ferrari","Ferrari",5,27,6,35
"433","Ferrari",1955-05-22,1955,"monaco-grand-prix","Circuit de Monaco",18,"Harry Schell",106.8,106.011,99,21,3.16156530190058,0,0,0,0,"Ferrari","Ferrari",5,52,6,35
"434","Ferrari",1955-06-05,1955,"belgian-grand-prix","Circuit de Spa-Francorchamps",4,"Nino Farina",260.9,194.833,3,33,14.1199603185579,1,4,10,6,"Ferrari","Ferrari",5,24,6,36
"435","Ferrari",1955-06-19,1955,"dutch-grand-prix","Circuit Zandvoort",5,"Mike Hawthorn",101.5,148.716725745398,7,24,4.1929854619883,0,0,0,0,"Ferrari","Ferrari",5,58,6,37
"436","Ferrari",1955-06-19,1955,"dutch-grand-prix","Circuit Zandvoort",9,"Eugenio Castellotti",102.7,146.979042484498,5,4,4.1929854619883,1,2,2,0,"Ferrari","Ferrari",5,102,6,37
"437","Ferrari",1955-06-19,1955,"dutch-grand-prix","Circuit Zandvoort",16,"Johnny Claes",113.3,133.228134714545,11,23,4.1929854619883,0,0,0,0,"Solo","Ferrari",4,18,6,37
"438","Ferrari",1955-07-16,1955,"british-grand-prix","Aintree Motor Racing Circuit",10,"Eugenio Castellotti",125,139.0464,6,5,4.828,0,0,0,0,"Ferrari","Ferrari",5,102,6,38
"439","Ferrari",1955-09-11,1955,"italian-grand-prix","Autodromo Nazionale Monza",14,"Mike Hawthorn",176.2,128.717013556024,99,26,6.29998271904762,0,0,0,0,"Ferrari","Ferrari",5,58,6,39
