"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"1514","9","9","Maurice Trintignant","France","R R C Walker Racing Team","72","","3 Laps","1 Lap","","","","May 26, 1958","Circuit Zandvoort","dutch-grand-prix",1958
"1515","10","11","Jo Bonnier","Sweden","Ecurie Bonnier","71","","4 Laps","1 Lap","","","","May 26, 1958","Circuit Zandvoort","dutch-grand-prix",1958
"1516","11","18","Carel Godin de Beaufort","Netherlands","Ecurie Maarsbergen","69","","6 Laps","2 Laps","","","","May 26, 1958","Circuit Zandvoort","dutch-grand-prix",1958
"1517","DNF","10","Giorgio Scarlatti","Italy","Giorgio Scarlatti","52","","","","","","","May 26, 1958","Circuit Zandvoort","dutch-grand-prix",1958
"1518","DNF","3","Stuart Lewis-Evans","Great Britain","Vandervell Products","46","","","","","","","May 26, 1958","Circuit Zandvoort","dutch-grand-prix",1958
"1519","DNF","16","Graham Hill","Great Britain","Team Lotus","40","","","","","","","May 26, 1958","Circuit Zandvoort","dutch-grand-prix",1958
"1520","DNF","4","Peter Collins","Great Britain","Scuderia Ferrari","32","","","","","","","May 26, 1958","Circuit Zandvoort","dutch-grand-prix",1958
"1521","DNF","12","Masten Gregory","USA","H H Gould","16","","","","","","","May 26, 1958","Circuit Zandvoort","dutch-grand-prix",1958
"1522","DNF","2","Tony Brooks","Great Britain","Vandervell Products","13","","","","","","","May 26, 1958","Circuit Zandvoort","dutch-grand-prix",1958
"1523","1","4","Mike Hawthorn","Great Britain","Scuderia Ferrari","50","2:03:21.300","","","","2:24.900","45","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1524","2","8","Stirling Moss","Great Britain","Vandervell Products","50","2:03:45.900","+ 24.600","+ 24.600","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1525","3","6","Wolfgang von Trips","Germany","Scuderia Ferrari","50","2:04:21.000","+ 59.700","+ 35.100","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1526","4","34","Juan Manuel Fangio","Argentina","Juan Manuel Fangio","50","2:05:51.900","+ 2:30.600","+ 1:30.900","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1527","5","42","Peter Collins","Great Britain","Scuderia Ferrari","50","2:08:46.200","+ 5:24.900","+ 2:54.300","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1528","6","22","Jack Brabham","Australia","Cooper Car Co","49","","1 Lap","1 Lap","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1529","7","36","Phil Hill","USA","Ecurie Bonnier","49","","1 Lap","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1530","8","38","Jo Bonnier","Sweden","Giorgio Scarlatti","48","","2 Laps","1 Lap","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1531","9","32","Gerino Gerini","Italy","Scuderia Centro Sud","47","","3 Laps","1 Lap","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1532","10","30","Troy Ruttman","USA","Scuderia Centro Sud","45","","5 Laps","2 Laps","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1533","11","20","Roy Salvadori","Great Britain","Cooper Car Co","37","","13 Laps","8 Laps","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1534","DNF","16","Harry Schell","USA","Owen Racing Organisation","41","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1535","DNF","14","Jean Behra","France","Owen Racing Organisation","41","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1536","DNF","12","Stuart Lewis-Evans","Great Britain","Vandervell Products","35","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1537","DNF","12","Tony Brooks","Great Britain","Vandervell Products","35","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1538","DNF","24","Graham Hill","Great Britain","Team Lotus","33","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1539","DNF","40","Paco Godia","Spain","Francisco Godia Sales","28","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1540","DNF","18","Maurice Trintignant","France","Owen Racing Organisation","23","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1541","DNF","10","Tony Brooks","Great Britain","Vandervell Products","16","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1542","DNF","2","Luigi Musso","Italy","Scuderia Ferrari","9","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1543","DNF","28","Carroll Shelby","USA","Scuderia Centro Sud","9","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1544","DNF","26","Cliff Allison","Great Britain","Team Lotus","6","","","","","","","Jul 6, 1958","Reims-Gueux","french-grand-prix",1958
"1545","1","20","Maurice Trintignant","France","R R C Walker Racing Team","100","2:52:27.900","","","109.400","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1546","2","34","Luigi Musso","Italy","Scuderia Ferrari","100","2:52:48.100","+ 20.200","+ 20.200","109.200","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1547","3","36","Peter Collins","Great Britain","Scuderia Ferrari","100","2:53:06.700","+ 38.800","+ 18.600","109.000","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1548","4","16","Jack Brabham","Australia","Cooper Car Co","97","2:54:06.800","3 Laps","3 Laps","105.100","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1549","5","8","Harry Schell","USA","Owen Racing Organisation","91","2:52:54.100","9 Laps","6 Laps","99.300","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1550","6","24","Cliff Allison","Great Britain","Team Lotus","87","2:52:44.300","13 Laps","4 Laps","95.000","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1551","DNF","40","Wolfgang von Trips","Germany","Scuderia Ferrari","91","","","","","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1552","DNF","58","Jo Bonnier","Sweden","Jo Bonnier","71","","","","","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1553","DNF","26","Graham Hill","Great Britain","Team Lotus","69","","","","","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1554","DNF","18","Roy Salvadori","Great Britain","Cooper Car Co","56","","","","","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1555","DNF","38","Mike Hawthorn","Great Britain","Scuderia Ferrari","47","","","","","1:40.600","36","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1556","DNF","28","Stirling Moss","Great Britain","Vandervell Products","38","","","","","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1557","DNF","6","Jean Behra","France","Owen Racing Organisation","29","","","","","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1558","DNF","46","Giorgio Scarlatti","Italy","Giorgio Scarlatti","28","","","","","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1559","DNF","30","Tony Brooks","Great Britain","Vandervell Products","22","","","","","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1560","DNF","32","Stuart Lewis-Evans","Great Britain","Vandervell Products","11","","","","","","","May 18, 1958","Circuit de Monaco","monaco-grand-prix",1958
"1561","1","28","Tony Brooks","Great Britain","Vandervell Products","70","2:03:47.800","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1562","2","14","Mike Hawthorn","Great Britain","Scuderia Ferrari","70","2:04:12.000","+ 24.200","+ 24.200","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1563","3","18","Phil Hill","USA","Scuderia Ferrari","70","2:04:16.100","+ 28.300","+ 4.100","","1:42.900","26","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1564","4","32","Masten Gregory","USA","Temple Buell","69","","1 Lap","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1565","4","32","Carroll Shelby","USA","Scuderia Centro Sud","69","","1 Lap","1 Lap","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1566","5","6","Roy Salvadori","Great Britain","Cooper Car Co","62","","8 Laps","7 Laps","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1567","6","38","Graham Hill","Great Britain","Team Lotus","62","","8 Laps","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1568","7","36","Cliff Allison","Great Britain","Team Lotus","61","","9 Laps","1 Lap","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1569","DNF","42","Maria Teresa de Filippis","Italy","Maria Teresa de Filippis","57","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1570","DNF","22","Giulio Cabianca","Italy","Ecurie Bonnier","51","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1571","DNF","8","Jean Behra","France","Owen Racing Organisation","42","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1572","DNF","24","Hans Herrmann","Germany","Ecurie Bonnier","32","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1573","DNF","30","Stuart Lewis-Evans","Great Britain","Vandervell Products","30","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1574","DNF","2","Maurice Trintignant","France","R R C Walker Racing Team","24","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1575","DNF","26","Stirling Moss","Great Britain","Vandervell Products","17","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1576","DNF","12","Jo Bonnier","Sweden","Owen Racing Organisation","14","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1577","DNF","20","Olivier Gendebien","Belgium","Scuderia Ferrari","4","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1578","DNF","40","Gerino Gerini","Italy","Scuderia Centro Sud","2","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1579","DNF","34","Carroll Shelby","USA","Scuderia Centro Sud","1","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1580","DNF","16","Wolfgang von Trips","Germany","Scuderia Ferrari","","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1581","DNF","10","Harry Schell","USA","Owen Racing Organisation","","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1582","DNF","4","Jack Brabham","Australia","Cooper Car Co","","","","","","","","Sep 7, 1958","Autodromo Nazionale Monza","italian-grand-prix",1958
"1583","1","4","Tony Brooks","Great Britain","Vandervell Products","24","1:37:06.300","","","209.100","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1584","2","16","Mike Hawthorn","Great Britain","Scuderia Ferrari","24","1:37:27.000","+ 20.700","+ 20.700","208.400","3:58.300","24","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1585","3","6","Stuart Lewis-Evans","Great Britain","Vandervell Products","24","1:40:07.200","+ 3:00.900","+ 2:40.200","202.800","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1586","4","40","Cliff Allison","Great Britain","Team Lotus","24","1:41:21.800","+ 4:15.500","+ 1:14.600","200.300","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1587","5","10","Harry Schell","USA","Owen Racing Organisation","23","","1 Lap","1 Lap","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1588","6","20","Olivier Gendebien","Belgium","Scuderia Ferrari","23","","1 Lap","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1589","7","28","Maurice Trintignant","France","Scuderia Centro Sud","23","","1 Lap","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1590","8","24","Roy Salvadori","Great Britain","Cooper Car Co","23","","1 Lap","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1591","9","36","Jo Bonnier","Sweden","Jo Bonnier","22","","2 Laps","1 Lap","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1592","10","26","Maria Teresa de Filippis","Italy","Maria Teresa de Filippis","22","","2 Laps","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1593","DNF","38","Paco Godia","Spain","Francisco Godia Sales","22","","","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1594","DNF","22","Jack Brabham","Australia","Cooper Car Co","16","","","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1595","DNF","42","Graham Hill","Great Britain","Team Lotus","12","","","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1596","DNF","18","Luigi Musso","Italy","Scuderia Ferrari","5","","","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1597","DNF","14","Peter Collins","Great Britain","Scuderia Ferrari","5","","","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1598","DNF","8","Jean Behra","France","Owen Racing Organisation","5","","","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1599","DNF","32","Wolfgang Seidel","Germany","Scuderia Centro Sud","4","","","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1600","DNF","2","Stirling Moss","Great Britain","Vandervell Products","","","","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1601","DNF","30","Masten Gregory","USA","Scuderia Centro Sud","","","","","","","","Jun 15, 1958","Circuit de Spa-Francorchamps","belgian-grand-prix",1958
"1602","1","14","Stirling Moss","Great Britain","R R C Walker Racing Team","80","2:19:33.700","","","","","","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1603","2","16","Luigi Musso","Italy","Scuderia Ferrari","80","2:19:36.400","+ 2.700","+ 2.700","","","","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1604","3","20","Mike Hawthorn","Great Britain","Scuderia Ferrari","80","2:19:46.300","+ 12.600","+ 9.900","","","","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1605","4","2","Juan Manuel Fangio","Argentina","Scuderia Sud Americana","80","2:20:26.700","+ 53.000","+ 40.400","","1:41.800","30","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1606","5","4","Jean Behra","France","Ken Kavanagh","78","","2 Laps","2 Laps","","","","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1607","6","8","Harry Schell","USA","Ecurie Bonnier","77","","3 Laps","1 Lap","","","","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1608","7","6","Carlos Menditeguy","Argentina","Scuderia Sud Americana","76","","4 Laps","1 Lap","","","","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1609","8","10","Paco Godia","Spain","Francisco Godia Sales","75","","5 Laps","1 Lap","","","","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1610","9","12","Horace Gould","Great Britain","H H Gould","71","","9 Laps","4 Laps","","","","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1611","DNF","18","Peter Collins","Great Britain","Scuderia Ferrari","","","","","","","","Jan 19, 1958","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1958
"1612","1","8","Tony Brooks","Great Britain","Vandervell Products","15","2:21:15.000","","","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1613","2","10","Roy Salvadori","Great Britain","Cooper Car Co","15","2:24:44.700","+ 3:29.700","+ 3:29.700","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1614","3","11","Maurice Trintignant","France","R R C Walker Racing Team","15","2:26:26.200","+ 5:11.200","+ 1:41.500","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1615","4","4","Wolfgang von Trips","Germany","Scuderia Ferrari","15","2:27:31.300","+ 6:16.300","+ 1:05.100","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1616","5","12","Cliff Allison","Great Britain","Team Lotus","13","","2 Laps","2 Laps","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1617","DNF","3","Mike Hawthorn","Great Britain","Scuderia Ferrari","11","","","","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1618","DNF","2","Peter Collins","Great Britain","Scuderia Ferrari","10","","","","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1619","DNF","6","Harry Schell","USA","Owen Racing Organisation","9","","","","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1620","DNF","5","Jean Behra","France","Owen Racing Organisation","4","","","","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1621","DNF","17","Hans Herrmann","Germany","Scuderia Centro Sud","3","","","","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1622","DNF","7","Stirling Moss","Great Britain","Vandervell Products","3","","","","","9:09.200","3","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1623","DNF","16","Jo Bonnier","Sweden","Scuderia Centro Sud","1","","","","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1624","DNS","14","Troy Ruttman","USA","Scuderia Centro Sud","","","","","","","","Aug 3, 1958","Nurburgring","german-grand-prix",1958
"1625","1","2","Stirling Moss","Great Britain","Vandervell Products","50","2:11:27.800","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1626","2","24","Mike Hawthorn","Great Britain","Scuderia Ferrari","50","2:16:40.550","+ 5:12.750","+ 5:12.750","","2:32.370","36","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1627","3","6","Stuart Lewis-Evans","Great Britain","Vandervell Products","49","","1 Lap","1 Lap","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1628","4","8","Jean Behra","France","Owen Racing Organisation","49","","1 Lap","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1629","5","22","Wolfgang von Trips","Germany","Scuderia Ferrari","49","","1 Lap","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1630","6","10","Harry Schell","USA","Owen Racing Organisation","49","","1 Lap","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1631","7","14","Jack Brabham","Australia","Cooper Car Co","48","","2 Laps","1 Lap","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1632","8","12","Maurice Trintignant","France","R R C Walker Racing Team","48","","2 Laps","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1633","9","16","Roy Salvadori","Great Britain","Cooper Car Co","46","","4 Laps","2 Laps","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1634","DNF","28","Carroll Shelby","USA","Scuderia Centro Sud","47","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1635","DNF","4","Tony Brooks","Great Britain","Vandervell Products","37","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1636","DNF","20","Graham Hill","Great Britain","Team Lotus","25","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1637","DNF","18","Cliff Allison","Great Britain","Scuderia Centro Sud","15","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1638","DNF","32","Jo Bonnier","Sweden","Ecurie Bonnier","9","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1639","DNF","30","Maria Teresa de Filippis","Italy","Scuderia Centro Sud","6","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"1640","1","8","Stirling Moss","Great Britain","Vandervell Products","53","2:09:15.100","","","","2:22.500","21","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1641","2","6","Mike Hawthorn","Great Britain","Scuderia Ferrari","53","2:10:39.800","+ 1:24.700","+ 1:24.700","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1642","3","4","Phil Hill","USA","Scuderia Ferrari","53","2:10:40.600","+ 1:25.500","+ 0.800","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1643","4","18","Jo Bonnier","Sweden","Owen Racing Organisation","53","2:11:01.800","+ 1:46.700","+ 21.200","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1644","5","16","Harry Schell","USA","Owen Racing Organisation","53","2:11:48.800","+ 2:33.700","+ 47.000","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1645","6","22","Masten Gregory","USA","Temple Buell","52","","1 Lap","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1646","7","28","Roy Salvadori","Great Britain","Cooper Car Co","51","","2 Laps","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1647","8","30","Jack Fairman","Great Britain","Cooper Car Co","50","","3 Laps","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1648","9","38","Hans Herrmann","Germany","Ecurie Bonnier","50","","3 Laps","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1649","10","34","Cliff Allison","Great Britain","Team Lotus","49","","4 Laps","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1650","11","26","Gerino Gerini","Italy","Scuderia Centro Sud","48","","5 Laps","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1651","12","32","Graham Hill","Great Britain","Team Lotus","45","","8 Laps","3 Laps","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1652","DNF","12","Stuart Lewis-Evans","Great Britain","Vandervell Products","41","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1653","DNF","10","Tony Brooks","Great Britain","Vandervell Products","29","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1654","DNF","2","Olivier Gendebien","Belgium","Scuderia Ferrari","29","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1655","DNF","14","Jean Behra","France","Owen Racing Organisation","26","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1656","DNF","24","Wolfgang Seidel","Germany","Rob Walker Racing Team","15","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1657","DNF","20","Ron Flockhart","Great Britain","Owen Racing Organisation","15","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1658","DNF","36","Maurice Trintignant","France","R R C Walker Racing Team","9","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"1659","1","9","Bruce McLaren","New Zealand","Cooper Car Co","42","2:12:35.700","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1660","2","6","Maurice Trintignant","France","R R C Walker Racing Team","42","2:12:36.300","+ 0.600","+ 0.600","","3:05.000","39","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1661","3","2","Tony Brooks","Great Britain","Scuderia Ferrari","42","2:15:36.600","+ 3:00.900","+ 3:00.300","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1662","4","8","Jack Brabham","Australia","Cooper Car Co","42","2:17:33.000","+ 4:57.300","+ 1:56.400","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1663","5","10","Innes Ireland","Great Britain","Team Lotus","39","","3 Laps","3 Laps","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1664","6","4","Wolfgang von Trips","Germany","Scuderia Ferrari","38","","4 Laps","1 Lap","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1665","7","17","Harry Blanchard","USA","Blanchard Automobile Co","38","","4 Laps","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1666","DNF","3","Cliff Allison","Great Britain","Scuderia Ferrari","23","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1667","DNF","12","Roy Salvadori","Great Britain","High Efficiency Motors","23","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1668","DNF","1","Rodger Ward","USA","Leader Cards Inc","20","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1669","DNF","14","Alessandro de Tomaso","Argentina","Automobili OSCA","13","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1670","DNF","5","Phil Hill","USA","Scuderia Ferrari","8","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1671","DNF","15","Fritz d'Orey","Brazil","","6","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1672","DNF","7","Stirling Moss","Great Britain","R R C Walker Racing Team","5","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1673","DNF","19","Harry Schell","USA","Ecurie Bleue","5","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1674","DNF","16","George Constantine","USA","Taylor-Crawley Racing Team","5","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1675","DNF","11","Alan Stacey","Great Britain","Team Lotus","2","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1676","DNF","18","Bob Said","USA","Connaught Cars-Paul Emery","","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1677","DNS","22","Phil Cade","USA","Phil Cade","","","","","","","","Dec 12, 1959","Sebring International Raceway","united-states-grand-prix",1959
"1678","1","5","Rodger Ward","USA","Leader Cards Inc","200","3:40:49.200","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1679","2","16","Jim Rathmann","USA","Lindsey Hopkins","200","3:41:12.480","+ 23.280","+ 23.280","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1680","3","3","Johnny Thomson","USA","Racing Associates","200","3:41:39.840","+ 50.640","+ 27.360","","1:01.890","64","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1681","4","1","Tony Bettenhausen","USA","John R Wills","200","3:42:36.290","+ 1:47.090","+ 56.450","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1682","5","99","Paul Goldsmith","USA","Norman C Demler","200","3:42:55.640","+ 2:06.440","+ 19.350","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1683","6","33","Johnny Boyd","USA","Bignotti-Bowes Racing","200","3:44:06.180","+ 3:16.980","+ 1:10.540","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"1684","7","37","Duane Carter","USA","Yunick, Glover & Lathrop","200","3:44:59.120","+ 4:09.920","+ 52.940","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
